F1,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.60663,0.64259,0.66942,0.66738,0.66911,0.66938,0.66224,1.7196,2.0048,16.903,0.48962
0.57558,0.66426,0.66005,0.66827,0.65664,0.67796,0.6618,1.7143,1.9366,16.348,0.51713
0.54338,0.66256,0.67323,0.66338,0.66404,0.67715,0.67197,1.7036,1.9572,16.427,0.47816
0.59967,0.67079,0.65754,0.65981,0.6571,0.67552,0.68665,1.7204,1.9256,16.309,0.47084
0.57698,0.63962,0.66052,0.68964,0.63088,0.66239,0.68081,1.6847,1.9304,16.356,0.49526
0.54992,0.65899,0.6742,0.6746,0.6573,0.69046,0.63644,1.6922,1.9172,16.34,0.48926
0.54894,0.6606,0.67686,0.66812,0.65824,0.6782,0.66837,1.6714,1.9355,16.47,0.50527
0.5474,0.65293,0.66912,0.65172,0.66204,0.66332,0.67249,1.7082,1.94,16.368,0.49418
0.55101,0.65204,0.67049,0.65936,0.67923,0.6811,0.70083,1.6934,1.9571,16.578,0.53948
0.56271,0.65329,0.67705,0.66654,0.65829,0.67352,0.67342,1.7063,1.9709,16.347,0.5125
,,,,,,,,,,
0.5681295,0.658645,0.677151,0.6690115,0.6638655,0.6764665,0.6687945,1.69543,1.950435,16.5081,0.4935315
